x,SL,4000,8000,12000,16000,20000,24000,28000,31000,37,30,20,10,0,-10,-20,-30
17.4248,119.5431,104.4048,86.6159,69.1608,54.5559,40.9159,27.3254,19.3675,13.1423,42.6391,54.7967,74.183,96.8652,122.9057,183.6421,210.2319,220.386
20.0535,115.2054,100.1646,82.7714,65.8406,51.5834,38.147,25.3007,17.2377,11.1228,44.1606,56.4712,75.9519,98.6319,125.0355,189.9287,215.8353,224.5559
20.7009,114.147,99.1205,81.8156,65.0281,50.8476,37.4649,24.8528,16.7137,10.6238,44.5344,56.8841,76.3815,99.0572,125.5535,191.4847,217.2189,225.5828
22.0966,111.8789,96.8692,79.7403,63.2804,49.2584,35.9938,23.9635,15.5847,9.5457,45.3385,57.7613,77.3026,99.8994,126.662,194.8494,220.2068,227.7968
23.2462,110.0251,95.0143,78.0137,61.8436,47.9473,34.7816,23.3161,14.6554,8.6552,45.9983,58.4594,78.0579,100.5809,127.5673,197.6306,222.6725,229.6203
23.2463,110.0249,95.0141,78.0135,61.8435,47.9472,34.7815,23.316,14.6553,8.6551,45.9984,58.4594,78.058,100.581,127.5674,197.6309,222.6728,229.6205
23.3886,109.7964,94.7845,77.7986,61.6656,47.7848,34.6314,23.2416,14.5403,8.5447,46.0799,58.5437,78.1514,100.6738,127.679,197.9757,222.9783,229.8461
24.4633,108.0763,93.0495,76.1667,60.3229,46.5584,33.4975,22.7226,13.6721,7.7098,46.6937,59.1612,78.8543,101.3798,128.5186,200.5843,225.2875,231.5508
25.2411,106.8378,91.7932,74.9773,59.4152,45.6707,32.6763,22.3969,13.044,7.1042,47.1359,59.5839,79.357,101.8938,129.1228,202.4766,226.961,232.7844
25.5185,106.3973,91.3449,74.5514,59.0967,45.3542,32.3833,22.2914,12.8201,6.8879,47.2932,59.7292,79.5342,102.0776,129.3377,203.1524,227.5583,233.2244
29.5291,100.079,84.8443,68.3302,54.4133,40.7891,28.1326,21.4803,9.5851,3.744,49.5277,61.5625,81.8531,104.746,132.4086,212.9715,236.2181,239.5855
30.6899,98.2566,82.9485,66.52,53.0525,39.4758,26.8885,21.532,8.6498,2.8276,50.154,62.0294,82.4021,105.5207,133.2861,215.8295,238.7328,241.4265
30.9688,97.8183,82.4908,66.086,52.7254,39.1611,26.5857,21.5665,8.425,2.6069,50.3024,62.1393,82.5244,105.707,133.4963,216.5173,239.3375,241.8689
32.3132,95.7011,80.2627,64.0166,51.1486,37.6506,37.3195,21.8615,7.3422,1.5408,51.0029,62.6606,83.0676,106.6053,134.5057,219.8378,242.2554,244.0011
32.3718,95.6087,80.1645,63.9283,51.0799,37.5851,37.5535,21.8794,7.2951,1.4943,51.0327,62.6832,83.0898,106.6445,134.5495,219.9826,242.3826,244.094
32.4647,95.462,80.0086,63.7891,50.9709,37.4813,37.9303,21.9087,7.2202,1.4204,51.0799,62.7189,83.1246,106.7066,134.6191,220.2124,242.5844,244.2413
32.9606,94.6781,79.1713,63.0684,50.3893,36.9282,40.0604,22.0846,6.821,1.0259,51.3287,62.9092,83.3061,107.0381,134.9897,221.4397,243.6619,245.0278
34.2583,92.6182,76.9661,61.802,48.8675,35.4939,46.6173,22.7063,5.7765,-0.0094,51.9514,63.406,83.7488,107.906,135.956,224.6566,246.4845,247.0858
34.8533,91.6689,75.9794,61.1118,48.1699,34.845,50.1218,23.0752,5.2977,-0.4856,52.2205,63.6323,83.9391,108.3042,136.3974,226.1342,247.7801,248.0294
37.1149,88.0307,72.3304,58.2594,45.5212,32.5094,66.5213,25.023,3.4785,-2.3042,53.1217,64.4745,84.6128,109.8181,138.0663,231.7644,252.712,251.616
38.8722,85.1718,69.5301,55.9757,43.4715,43.1213,82.9013,27.2311,2.0657,-3.7275,53.6951,65.0968,85.1072,110.9953,139.3539,236.1539,256.5521,254.4028
39.6636,83.8781,68.272,54.9412,49.9914,46.7669,91.3973,28.4594,1.4296,-4.3715,53.9433,65.3641,85.3286,111.5255,139.9313,238.1348,258.2837,255.6579
39.9975,83.3316,67.7412,54.5044,51.9494,48.4873,95.1988,29.0259,1.1613,-4.6437,54.0506,65.4739,85.4224,111.7493,140.1744,238.9711,259.0146,256.1873
40.2764,82.8746,67.3006,54.1393,53.7916,50.0104,98.4758,29.5225,0.9372,-4.8715,54.1421,65.5642,85.5013,111.9362,140.3773,239.6701,259.6254,256.6296
41.1436,81.4525,66.0496,53.0048,60.7953,55.2591,109.2625,31.21,0.2405,-5.5811,54.4346,65.8358,85.7496,112.5174,141.0071,241.8453,261.5253,258.0047
41.8848,80.2359,65.0829,52.0365,68.4324,60.386,119.2199,32.8388,-0.355,-6.1897,54.6907,66.0561,85.9676,113.0143,141.5441,243.7067,263.1505,259.18
44.6997,75.6281,61.3994,48.4057,113.6386,85.7131,163.5955,40.9516,-2.6154,-8.5184,55.6664,66.8033,86.8784,114.9019,143.5729,250.7941,269.3326,263.6438
46.1799,73.2804,59.4579,46.6038,149.391,103.094,191.3604,46.8146,-3.8035,-9.7548,56.1567,67.1522,87.4405,115.8947,144.6335,254.5316,272.5894,265.9909
47.9939,69.9803,57.0773,66.5248,206.3999,128.6076,229.856,56.1934,-5.2591,-11.2821,56.7114,67.5554,88.2535,117.1118,145.9277,259.1218,276.5863,268.8673
48.2726,69.4454,56.7115,69.8505,216.5564,132.961,236.2238,57.9136,-5.4827,-11.518,56.7906,67.616,88.3941,117.2988,146.126,259.828,277.2008,269.3092
48.5834,68.8065,56.3036,73.921,228.3451,137.9568,243.4712,59.9396,-5.7321,-11.7815,56.8768,67.6835,88.5567,117.5074,146.347,260.6157,277.8864,269.802
48.8593,68.1701,55.9415,77.8651,239.225,142.5172,250.0344,61.8414,-5.9534,-12.0157,56.9516,67.7433,88.7066,117.6925,146.5431,261.3152,278.495,270.2394
49.2308,67.6991,55.4539,83.687,254.5054,148.8478,259.0674,64.5721,-6.2514,-12.3317,57.0498,67.8239,88.9174,117.9418,146.8068,262.2575,279.3148,270.8285
56.2668,58.5626,59.3338,337.5907,701.6523,314.1794,475.8326,492.1772,-11.8921,-18.4467,58.5305,69.5579,99.3639,122.6652,151.7619,280.1795,294.8853,281.9844
56.3595,58.4419,60.0259,343.1623,709.8023,316.9859,479.3075,494.8646,-11.9664,-18.5291,58.5476,69.5856,100.0594,122.7274,151.8267,280.4165,295.0909,282.1314
